t,level,marginal,lower,upper,scale
t588,1.8,0.0,0.2,1.8,1.0
t589,1.8,0.0,0.2,1.8,1.0
t590,1.8,0.0,0.2,1.8,1.0
t591,1.8,0.0,0.2,1.8,1.0
t592,1.8,0.0,0.2,1.8,1.0
t593,1.8,0.0,0.2,1.8,1.0
t594,1.8,0.0,0.2,1.8,1.0
t595,0.2,-0.2199657989207111,0.2,1.8,1.0
t596,0.2,0.0,0.2,1.8,1.0
t597,0.2,0.0,0.2,1.8,1.0
t598,0.2,0.0,0.2,1.8,1.0
t599,0.2,0.0,0.2,1.8,1.0
t600,0.2,0.0,0.2,1.8,1.0
t601,0.2,0.0,0.2,1.8,1.0
t602,0.2,0.0,0.2,1.8,1.0
t603,0.2,0.0,0.2,1.8,1.0
t604,0.2,0.0,0.2,1.8,1.0
t605,0.2,-0.9540099191645908,0.2,1.8,1.0
t606,0.2,0.0,0.2,1.8,1.0
t607,0.2,0.0,0.2,1.8,1.0
t608,0.2,0.0,0.2,1.8,1.0
t609,0.2,0.0,0.2,1.8,1.0
t610,1.73,0.0,0.2,1.8,1.0
t611,1.8,1.2659776146398087,0.2,1.8,1.0
t612,1.8,0.0,0.2,1.8,1.0
t613,1.8,0.0,0.2,1.8,1.0
t614,1.8,0.0,0.2,1.8,1.0
t615,1.8,0.0,0.2,1.8,1.0
t616,1.8,0.0,0.2,1.8,1.0
t617,1.8,0.0,0.2,1.8,1.0
t618,1.8,0.0,0.2,1.8,1.0
t619,0.2,-0.31016080550354275,0.2,1.8,1.0
t620,0.2,0.0,0.2,1.8,1.0
t621,0.2,0.0,0.2,1.8,1.0
t622,0.2,0.0,0.2,1.8,1.0
t623,0.2,0.0,0.2,1.8,1.0
t624,0.2,0.0,0.2,1.8,1.0
t625,0.2,0.0,0.2,1.8,1.0
t626,0.2,0.0,0.2,1.8,1.0
t627,0.2,0.0,0.2,1.8,1.0
t628,0.2,0.0,0.2,1.8,1.0
t629,0.2,-0.9290151620495379,0.2,1.8,1.0
t630,0.2,0.0,0.2,1.8,1.0
t631,0.2,0.0,0.2,1.8,1.0
t632,0.2,0.0,0.2,1.8,1.0
t633,0.2,0.0,0.2,1.8,1.0
t634,1.73,0.0,0.2,1.8,1.0
t635,1.8,0.0,0.2,1.8,1.0
t636,1.8,0.0,0.2,1.8,1.0
t637,1.8,0.0,0.2,1.8,1.0
t638,1.8,0.0,0.2,1.8,1.0
t639,1.8,0.0,0.2,1.8,1.0
t640,1.8,0.0,0.2,1.8,1.0
t641,1.8,1.1720186226201719,0.2,1.8,1.0
t642,1.8,0.0,0.2,1.8,1.0
t643,0.2,-0.11993312776128562,0.2,1.8,1.0
t644,0.2,0.0,0.2,1.8,1.0
t645,0.2,0.0,0.2,1.8,1.0
t646,0.2,0.0,0.2,1.8,1.0
t647,0.2,0.0,0.2,1.8,1.0
t648,0.2,0.0,0.2,1.8,1.0
t649,0.2,0.0,0.2,1.8,1.0
t650,0.2,0.0,0.2,1.8,1.0
t651,0.2,0.0,0.2,1.8,1.0
t652,0.2,0.0,0.2,1.8,1.0
t653,0.2,-1.2502931602528662,0.2,1.8,1.0
t654,0.2,0.0,0.2,1.8,1.0
t655,0.2,0.0,0.2,1.8,1.0
t656,0.2,0.0,0.2,1.8,1.0
t657,0.2,0.0,0.2,1.8,1.0
t658,1.73,0.0,0.2,1.8,1.0
t659,1.8,0.0,0.2,1.8,1.0
t660,1.8,0.0,0.2,1.8,1.0
t661,1.8,0.0,0.2,1.8,1.0
t662,1.8,0.0,0.2,1.8,1.0
t663,1.8,1.4822342476913803,0.2,1.8,1.0
t664,1.8,0.0,0.2,1.8,1.0
t665,1.8,0.0,0.2,1.8,1.0
t666,1.8,0.0,0.2,1.8,1.0
t667,0.2,-0.3200790918435956,0.2,1.8,1.0
t668,0.2,0.0,0.2,1.8,1.0
t669,0.2,0.0,0.2,1.8,1.0
t670,0.2,0.0,0.2,1.8,1.0
t671,0.2,0.0,0.2,1.8,1.0
t672,0.2,0.0,0.2,1.8,1.0
t673,0.2,-0.8923376478917646,0.2,1.8,1.0
t674,0.2,0.0,0.2,1.8,1.0
t675,0.2,0.0,0.2,1.8,1.0
t676,0.2,0.0,0.2,1.8,1.0
t677,0.2,0.0,0.2,1.8,1.0
t678,0.2,0.0,0.2,1.8,1.0
t679,0.2,0.0,0.2,1.8,1.0
t680,0.2,0.0,0.2,1.8,1.0
t681,0.2,0.0,0.2,1.8,1.0
t682,1.73,0.0,0.2,1.8,1.0
t683,1.8,0.0,0.2,1.8,1.0
t684,1.8,0.0,0.2,1.8,1.0
t685,1.8,0.0,0.2,1.8,1.0
t686,1.8,0.0,0.2,1.8,1.0
t687,1.8,0.0,0.2,1.8,1.0
t688,1.8,0.0,0.2,1.8,1.0
t689,1.8,1.1131077053861702,0.2,1.8,1.0
t690,1.8,0.0,0.2,1.8,1.0
t691,0.2,-0.07885786857656285,0.2,1.8,1.0
t692,0.2,0.0,0.2,1.8,1.0
t693,0.2,-1.2774478181768387,0.2,1.8,1.0
t694,0.2,0.0,0.2,1.8,1.0
t695,0.2,0.0,0.2,1.8,1.0
t696,0.2,0.0,0.2,1.8,1.0
t697,0.2,0.0,0.2,1.8,1.0
t698,0.2,0.0,0.2,1.8,1.0
t699,0.2,0.0,0.2,1.8,1.0
t700,0.2,0.0,0.2,1.8,1.0
t701,0.2,0.0,0.2,1.8,1.0
t702,0.2,0.0,0.2,1.8,1.0
t703,0.2,0.0,0.2,1.8,1.0
t704,0.2,0.0,0.2,1.8,1.0
t705,0.2,0.0,0.2,1.8,1.0
t706,1.73,0.0,0.2,1.8,1.0
t707,1.8,0.0,0.2,1.8,1.0
t708,1.8,0.0,0.2,1.8,1.0
t709,1.8,0.0,0.2,1.8,1.0
t710,1.8,0.0,0.2,1.8,1.0
t711,1.8,1.4538752439660243,0.2,1.8,1.0
t712,1.8,0.0,0.2,1.8,1.0
t713,1.8,0.0,0.2,1.8,1.0
t714,1.8,0.0,0.2,1.8,1.0
t715,0.2,-0.3318647702060247,0.2,1.8,1.0
t716,0.2,0.0,0.2,1.8,1.0
t717,0.2,0.0,0.2,1.8,1.0
t718,0.2,0.0,0.2,1.8,1.0
t719,0.2,-0.8166558975888023,0.2,1.8,1.0
t720,0.2,0.0,0.2,1.8,1.0
t721,0.2,0.0,0.2,1.8,1.0
t722,0.2,0.0,0.2,1.8,1.0
t723,0.2,0.0,0.2,1.8,1.0
t724,0.2,0.0,0.2,1.8,1.0
t725,0.2,0.0,0.2,1.8,1.0
t726,0.2,0.0,0.2,1.8,1.0
t727,0.2,0.0,0.2,1.8,1.0
t728,0.2,0.0,0.2,1.8,1.0
t729,0.2,0.0,0.2,1.8,1.0
t730,1.73,0.0,0.2,1.8,1.0
t731,1.8,0.0,0.2,1.8,1.0
t732,1.8,0.0,0.2,1.8,1.0
t733,1.8,0.0,0.2,1.8,1.0
t734,1.8,1.0208646775531633,0.2,1.8,1.0
t735,1.8,0.0,0.2,1.8,1.0
t736,1.8,0.0,0.2,1.8,1.0
t737,1.8,0.0,0.2,1.8,1.0
t738,1.8,0.0,0.2,1.8,1.0
t739,0.2,-0.1779827682491657,0.2,1.8,1.0
t740,0.2,0.0,0.2,1.8,1.0
t741,0.2,0.0,0.2,1.8,1.0
t742,0.2,0.0,0.2,1.8,1.0
t743,0.2,-0.8121237518189588,0.2,1.8,1.0
t744,0.2,0.0,0.2,1.8,1.0
t745,0.2,0.0,0.2,1.8,1.0
t746,0.2,0.0,0.2,1.8,1.0
t747,0.2,0.0,0.2,1.8,1.0
t748,0.2,0.0,0.2,1.8,1.0
t749,0.2,0.0,0.2,1.8,1.0
t750,0.2,0.0,0.2,1.8,1.0
t751,0.2,0.0,0.2,1.8,1.0
t752,0.2,0.0,0.2,1.8,1.0
t753,0.2,0.0,0.2,1.8,1.0
t754,1.73,0.0,0.2,1.8,1.0
t755,1.8,0.0,0.2,1.8,1.0
t756,1.8,0.0,0.2,1.8,1.0
t757,1.8,0.0,0.2,1.8,1.0
t758,1.8,0.0,0.2,1.8,1.0
t759,1.8,0.0,0.2,1.8,1.0
t760,1.8,0.0,0.2,1.8,1.0
t761,1.8,1.0118696144714505,0.2,1.8,1.0
t762,1.8,0.0,0.2,1.8,1.0
t763,0.2,-0.27089777437720386,0.2,1.8,1.0
t764,0.2,0.0,0.2,1.8,1.0
t765,0.2,0.0,0.2,1.8,1.0
t766,0.2,0.0,0.2,1.8,1.0
t767,0.2,0.0,0.2,1.8,1.0
t768,0.2,0.0,0.2,1.8,1.0
t769,0.2,0.0,0.2,1.8,1.0
t770,0.2,0.0,0.2,1.8,1.0
t771,0.2,-1.0072198692204068,0.2,1.8,1.0
t772,0.2,0.0,0.2,1.8,1.0
t773,0.2,0.0,0.2,1.8,1.0
t774,0.2,0.0,0.2,1.8,1.0
t775,0.2,0.0,0.2,1.8,1.0
t776,0.2,0.0,0.2,1.8,1.0
t777,0.2,0.0,0.2,1.8,1.0
t778,1.73,0.0,0.2,1.8,1.0
t779,1.8,0.0,0.2,1.8,1.0
t780,1.8,0.0,0.2,1.8,1.0
t781,1.8,0.0,0.2,1.8,1.0
t782,1.8,1.3307426696047173,0.2,1.8,1.0
t783,1.8,0.0,0.2,1.8,1.0
t784,1.8,0.0,0.2,1.8,1.0
t785,1.8,0.0,0.2,1.8,1.0
t786,1.8,0.0,0.2,1.8,1.0
t787,0.2,-0.33528444930311707,0.2,1.8,1.0
t788,0.2,0.0,0.2,1.8,1.0
t789,0.2,0.0,0.2,1.8,1.0
t790,0.2,0.0,0.2,1.8,1.0
t791,0.2,0.0,0.2,1.8,1.0
t792,0.2,0.0,0.2,1.8,1.0
t793,0.2,-1.132731097527298,0.2,1.8,1.0
t794,0.2,0.0,0.2,1.8,1.0
t795,0.2,0.0,0.2,1.8,1.0
t796,0.2,0.0,0.2,1.8,1.0
t797,0.2,0.0,0.2,1.8,1.0
t798,0.2,0.0,0.2,1.8,1.0
t799,0.2,0.0,0.2,1.8,1.0
t800,0.2,0.0,0.2,1.8,1.0
t801,0.2,0.0,0.2,1.8,1.0
t802,1.73,0.0,0.2,1.8,1.0
t803,1.8,0.0,0.2,1.8,1.0
t804,1.8,0.0,0.2,1.8,1.0
t805,1.8,0.0,0.2,1.8,1.0
t806,1.8,0.0,0.2,1.8,1.0
t807,1.8,0.0,0.2,1.8,1.0
t808,1.8,0.0,0.2,1.8,1.0
t809,1.8,1.7095515208271337,0.2,1.8,1.0
t810,1.8,0.0,0.2,1.8,1.0
t811,0.2,-0.5427501890734021,0.2,1.8,1.0
t812,0.2,0.0,0.2,1.8,1.0
t813,0.2,0.0,0.2,1.8,1.0
t814,0.2,0.0,0.2,1.8,1.0
t815,0.2,0.0,0.2,1.8,1.0
t816,0.2,0.0,0.2,1.8,1.0
t817,0.2,-1.1269084364085984,0.2,1.8,1.0
t818,0.2,0.0,0.2,1.8,1.0
t819,0.2,0.0,0.2,1.8,1.0
t820,0.2,0.0,0.2,1.8,1.0
t821,0.2,0.0,0.2,1.8,1.0
t822,0.2,0.0,0.2,1.8,1.0
t823,0.2,0.0,0.2,1.8,1.0
t824,0.2,0.0,0.2,1.8,1.0
t825,0.2,0.0,0.2,1.8,1.0
t826,1.73,0.0,0.2,1.8,1.0
t827,1.8,0.0,0.2,1.8,1.0
t828,1.8,0.0,0.2,1.8,1.0
t829,1.8,0.0,0.2,1.8,1.0
t830,1.8,0.0,0.2,1.8,1.0
t831,1.8,0.0,0.2,1.8,1.0
t832,1.8,0.0,0.2,1.8,1.0
t833,1.8,1.4269040441814553,0.2,1.8,1.0
t834,1.8,0.0,0.2,1.8,1.0
t835,0.2,-0.19344409050901845,0.2,1.8,1.0
t836,0.2,0.0,0.2,1.8,1.0
t837,0.2,0.0,0.2,1.8,1.0
t838,0.2,0.0,0.2,1.8,1.0
t839,0.2,0.0,0.2,1.8,1.0
t840,0.2,0.0,0.2,1.8,1.0
t841,0.2,0.0,0.2,1.8,1.0
t842,0.2,0.0,0.2,1.8,1.0
t843,0.2,-1.0877910297566018,0.2,1.8,1.0
t844,0.2,0.0,0.2,1.8,1.0
t845,0.2,0.0,0.2,1.8,1.0
t846,0.2,0.0,0.2,1.8,1.0
t847,0.2,0.0,0.2,1.8,1.0
t848,0.2,0.0,0.2,1.8,1.0
t849,0.2,0.0,0.2,1.8,1.0
t850,1.73,0.0,0.2,1.8,1.0
t851,1.8,0.0,0.2,1.8,1.0
t852,1.8,0.0,0.2,1.8,1.0
t853,1.8,1.2699928463952972,0.2,1.8,1.0
t854,1.8,0.0,0.2,1.8,1.0
t855,1.8,0.0,0.2,1.8,1.0
t856,1.8,0.0,0.2,1.8,1.0
t857,1.8,0.0,0.2,1.8,1.0
t858,1.8,0.0,0.2,1.8,1.0
t859,0.2,-0.10706070568070913,0.2,1.8,1.0
t860,0.2,0.0,0.2,1.8,1.0
t861,0.2,0.0,0.2,1.8,1.0
t862,0.2,0.0,0.2,1.8,1.0
t863,0.2,-1.2034049244159633,0.2,1.8,1.0
t864,0.2,0.0,0.2,1.8,1.0
t865,0.2,0.0,0.2,1.8,1.0
t866,0.2,0.0,0.2,1.8,1.0
t867,0.2,0.0,0.2,1.8,1.0
t868,0.2,0.0,0.2,1.8,1.0
t869,0.2,0.0,0.2,1.8,1.0
t870,0.2,0.0,0.2,1.8,1.0
t871,0.2,0.0,0.2,1.8,1.0
t872,0.2,0.0,0.2,1.8,1.0
t873,0.2,0.0,0.2,1.8,1.0
t874,1.73,0.0,0.2,1.8,1.0
t875,1.8,0.0,0.2,1.8,1.0
t876,1.8,0.0,0.2,1.8,1.0
t877,1.8,0.0,0.2,1.8,1.0
t878,1.8,1.3347052677027733,0.2,1.8,1.0
t879,1.8,0.0,0.2,1.8,1.0
t880,1.8,0.0,0.2,1.8,1.0
t881,1.8,0.0,0.2,1.8,1.0
t882,1.8,0.0,0.2,1.8,1.0
t883,0.2,-0.2650229788249874,0.2,1.8,1.0
t884,0.2,0.0,0.2,1.8,1.0
t885,0.2,0.0,0.2,1.8,1.0
t886,0.2,0.0,0.2,1.8,1.0
t887,0.2,0.0,0.2,1.8,1.0
t888,0.2,0.0,0.2,1.8,1.0
t889,0.2,0.0,0.2,1.8,1.0
t890,0.2,0.0,0.2,1.8,1.0
t891,0.2,-1.1288076554357218,0.2,1.8,1.0
t892,0.2,0.0,0.2,1.8,1.0
t893,0.2,0.0,0.2,1.8,1.0
t894,0.2,0.0,0.2,1.8,1.0
t895,0.2,0.0,0.2,1.8,1.0
t896,0.2,0.0,0.2,1.8,1.0
t897,0.2,0.0,0.2,1.8,1.0
t898,1.73,0.0,0.2,1.8,1.0
t899,1.8,0.0,0.2,1.8,1.0
t900,1.8,0.0,0.2,1.8,1.0
t901,1.8,0.0,0.2,1.8,1.0
t902,1.8,0.0,0.2,1.8,1.0
t903,1.8,1.4535354778892753,0.2,1.8,1.0
t904,1.8,0.0,0.2,1.8,1.0
t905,1.8,0.0,0.2,1.8,1.0
t906,1.8,0.0,0.2,1.8,1.0
t907,0.2,0.0,0.2,1.8,1.0
t908,0.2,-0.3194071232642415,0.2,1.8,1.0
t909,0.2,-1.106193143229575,0.2,1.8,1.0
t910,0.2,0.0,0.2,1.8,1.0
t911,0.2,0.0,0.2,1.8,1.0
t912,0.2,0.0,0.2,1.8,1.0
t913,0.2,0.0,0.2,1.8,1.0
t914,0.2,0.0,0.2,1.8,1.0
t915,0.2,0.0,0.2,1.8,1.0
t916,0.2,0.0,0.2,1.8,1.0
t917,0.2,0.0,0.2,1.8,1.0
t918,0.2,0.0,0.2,1.8,1.0
t919,0.2,0.0,0.2,1.8,1.0
t920,0.2,0.0,0.2,1.8,1.0
t921,0.2,0.0,0.2,1.8,1.0
t922,1.73,0.0,0.2,1.8,1.0
t923,1.8,1.611227642648302,0.2,1.8,1.0
t924,1.8,0.0,0.2,1.8,1.0
t925,1.8,0.0,0.2,1.8,1.0
t926,1.8,0.0,0.2,1.8,1.0
t927,1.8,0.0,0.2,1.8,1.0
t928,1.8,0.0,0.2,1.8,1.0
t929,1.8,0.0,0.2,1.8,1.0
t930,1.8,0.0,0.2,1.8,1.0
t931,0.2,-0.4856010533479349,0.2,1.8,1.0
t932,0.2,0.0,0.2,1.8,1.0
t933,0.2,0.0,0.2,1.8,1.0
t934,0.2,0.0,0.2,1.8,1.0
t935,0.2,0.0,0.2,1.8,1.0
t936,0.2,0.0,0.2,1.8,1.0
t937,0.2,-1.0643735981537787,0.2,1.8,1.0
t938,0.2,0.0,0.2,1.8,1.0
t939,0.2,0.0,0.2,1.8,1.0
t940,0.2,0.0,0.2,1.8,1.0
t941,0.2,0.0,0.2,1.8,1.0
t942,0.2,0.0,0.2,1.8,1.0
t943,0.2,0.0,0.2,1.8,1.0
t944,0.2,0.0,0.2,1.8,1.0
t945,0.2,0.0,0.2,1.8,1.0
t946,1.73,0.0,0.2,1.8,1.0
t947,1.8,0.0,0.2,1.8,1.0
t948,1.8,0.0,0.2,1.8,1.0
t949,1.8,0.0,0.2,1.8,1.0
t950,1.8,0.0,0.2,1.8,1.0
t951,1.8,1.3262932746804097,0.2,1.8,1.0
t952,1.8,0.0,0.2,1.8,1.0
t953,1.8,0.0,0.2,1.8,1.0
t954,1.8,0.0,0.2,1.8,1.0
t955,0.2,-0.3679302585640727,0.2,1.8,1.0
t956,0.2,0.0,0.2,1.8,1.0
t957,0.2,0.0,0.2,1.8,1.0
t958,0.2,0.0,0.2,1.8,1.0
t959,0.2,0.0,0.2,1.8,1.0
t960,0.2,0.0,0.2,1.8,1.0
t961,0.2,0.0,0.2,1.8,1.0
t962,0.2,0.0,0.2,1.8,1.0
t963,0.2,0.0,0.2,1.8,1.0
t964,0.2,-1.0732095748582253,0.2,1.8,1.0
t965,0.2,0.0,0.2,1.8,1.0
t966,0.2,0.0,0.2,1.8,1.0
t967,0.2,0.0,0.2,1.8,1.0
t968,0.2,0.0,0.2,1.8,1.0
t969,0.2,0.0,0.2,1.8,1.0
t970,1.73,0.0,0.2,1.8,1.0
t971,1.8,0.0,0.2,1.8,1.0
t972,1.8,0.0,0.2,1.8,1.0
t973,1.8,0.0,0.2,1.8,1.0
t974,1.8,0.0,0.2,1.8,1.0
t975,1.8,0.0,0.2,1.8,1.0
t976,1.8,0.0,0.2,1.8,1.0
t977,1.8,1.3320462691687425,0.2,1.8,1.0
t978,1.8,0.0,0.2,1.8,1.0
t979,0.2,0.0,0.2,1.8,1.0
t980,0.2,-0.2648141201587322,0.2,1.8,1.0
t981,0.2,0.0,0.2,1.8,1.0
t982,0.2,0.0,0.2,1.8,1.0
t983,0.2,0.0,0.2,1.8,1.0
t984,0.2,0.0,0.2,1.8,1.0
t985,0.2,0.0,0.2,1.8,1.0
t986,0.2,-0.8568269670239204,0.2,1.8,1.0
t987,0.2,0.0,0.2,1.8,1.0
t988,0.2,0.0,0.2,1.8,1.0
t989,0.2,0.0,0.2,1.8,1.0
t990,0.2,0.0,0.2,1.8,1.0
t991,0.2,0.0,0.2,1.8,1.0
t992,0.2,0.0,0.2,1.8,1.0
t993,0.2,0.0,0.2,1.8,1.0
t994,1.73,0.0,0.2,1.8,1.0
t995,1.8,0.0,0.2,1.8,1.0
t996,1.8,0.0,0.2,1.8,1.0
t997,1.8,0.0,0.2,1.8,1.0
t998,1.8,1.3896677744147752,0.2,1.8,1.0
t999,1.8,0.0,0.2,1.8,1.0
t1000,1.8,0.0,0.2,1.8,1.0
t1001,1.8,0.0,0.2,1.8,1.0
t1002,1.8,0.0,0.2,1.8,1.0
t1003,0.2,0.0,0.2,1.8,1.0
t1004,0.2,-0.47905303512358444,0.2,1.8,1.0
t1005,0.2,0.0,0.2,1.8,1.0
t1006,0.2,0.0,0.2,1.8,1.0
t1007,0.2,-1.0912495679695127,0.2,1.8,1.0
t1008,0.2,0.0,0.2,1.8,1.0
t1009,0.2,0.0,0.2,1.8,1.0
t1010,0.2,0.0,0.2,1.8,1.0
t1011,0.2,0.0,0.2,1.8,1.0
t1012,0.2,0.0,0.2,1.8,1.0
t1013,0.2,0.0,0.2,1.8,1.0
t1014,0.2,0.0,0.2,1.8,1.0
t1015,0.2,0.0,0.2,1.8,1.0
t1016,0.2,0.0,0.2,1.8,1.0
t1017,0.2,0.0,0.2,1.8,1.0
t1018,1.73,0.0,0.2,1.8,1.0
t1019,1.8,0.0,0.2,1.8,1.0
t1020,1.8,0.0,0.2,1.8,1.0
t1021,1.8,0.0,0.2,1.8,1.0
t1022,1.8,0.0,0.2,1.8,1.0
t1023,1.8,0.0,0.2,1.8,1.0
t1024,1.8,0.0,0.2,1.8,1.0
t1025,1.8,1.4276305419955406,0.2,1.8,1.0
t1026,1.8,0.0,0.2,1.8,1.0
t1027,0.2,-0.25614402574987594,0.2,1.8,1.0
t1028,0.2,0.0,0.2,1.8,1.0
t1029,0.2,0.0,0.2,1.8,1.0
t1030,0.2,0.0,0.2,1.8,1.0
t1031,0.2,0.0,0.2,1.8,1.0
t1032,0.2,0.0,0.2,1.8,1.0
t1033,0.2,0.0,0.2,1.8,1.0
t1034,0.2,0.0,0.2,1.8,1.0
t1035,0.2,0.0,0.2,1.8,1.0
t1036,0.2,0.0,0.2,1.8,1.0
t1037,0.2,-1.1436561158744638,0.2,1.8,1.0
t1038,0.2,0.0,0.2,1.8,1.0
t1039,0.2,0.0,0.2,1.8,1.0
t1040,0.2,0.0,0.2,1.8,1.0
t1041,0.2,0.0,0.2,1.8,1.0
t1042,1.73,0.0,0.2,1.8,1.0
t1043,1.8,1.3429810221053913,0.2,1.8,1.0
t1044,1.8,0.0,0.2,1.8,1.0
t1045,1.8,0.0,0.2,1.8,1.0
t1046,1.8,0.0,0.2,1.8,1.0
t1047,1.8,0.0,0.2,1.8,1.0
t1048,1.8,0.0,0.2,1.8,1.0
t1049,1.8,0.0,0.2,1.8,1.0
t1050,1.8,0.0,0.2,1.8,1.0
t1051,0.2,-0.2872857063112235,0.2,1.8,1.0
t1052,0.2,0.0,0.2,1.8,1.0
t1053,0.2,0.0,0.2,1.8,1.0
t1054,0.2,0.0,0.2,1.8,1.0
t1055,0.2,0.0,0.2,1.8,1.0
t1056,0.2,0.0,0.2,1.8,1.0
t1057,0.2,0.0,0.2,1.8,1.0
t1058,0.2,0.0,0.2,1.8,1.0
t1059,0.2,0.0,0.2,1.8,1.0
t1060,0.2,0.0,0.2,1.8,1.0
t1061,0.2,0.0,0.2,1.8,1.0
t1062,0.2,-0.9091147567066997,0.2,1.8,1.0
t1063,0.2,0.0,0.2,1.8,1.0
t1064,0.2,0.0,0.2,1.8,1.0
t1065,0.2,0.0,0.2,1.8,1.0
t1066,1.73,0.0,0.2,1.8,1.0
t1067,1.8,0.0,0.2,1.8,1.0
t1068,1.8,0.0,0.2,1.8,1.0
t1069,1.8,0.0,0.2,1.8,1.0
t1070,1.8,0.0,0.2,1.8,1.0
t1071,1.8,0.0,0.2,1.8,1.0
t1072,1.8,0.0,0.2,1.8,1.0
t1073,1.8,0.0,0.2,1.8,1.0
t1074,1.8,1.118163028431212,0.2,1.8,1.0
t1075,0.2,-0.19219285799978536,0.2,1.8,1.0
t1076,0.2,0.0,0.2,1.8,1.0
t1077,0.2,0.0,0.2,1.8,1.0
t1078,0.2,0.0,0.2,1.8,1.0
t1079,0.2,0.0,0.2,1.8,1.0
t1080,0.2,0.0,0.2,1.8,1.0
t1081,0.2,0.0,0.2,1.8,1.0
t1082,0.2,0.0,0.2,1.8,1.0
t1083,0.2,0.0,0.2,1.8,1.0
t1084,0.2,0.0,0.2,1.8,1.0
t1085,0.2,-0.6584502555231495,0.2,1.8,1.0
t1086,0.2,0.0,0.2,1.8,1.0
t1087,0.2,0.0,0.2,1.8,1.0
t1088,0.2,0.0,0.2,1.8,1.0
t1089,0.2,0.0,0.2,1.8,1.0
t1090,1.73,0.0,0.2,1.8,1.0
t1091,1.8,0.0,0.2,1.8,1.0
t1092,1.8,0.0,0.2,1.8,1.0
t1093,1.8,0.0,0.2,1.8,1.0
t1094,1.8,0.0,0.2,1.8,1.0
t1095,1.8,0.0,0.2,1.8,1.0
t1096,1.8,1.122639834297857,0.2,1.8,1.0
t1097,1.8,0.0,0.2,1.8,1.0
t1098,1.8,0.0,0.2,1.8,1.0
t1099,0.2,0.0,0.2,1.8,1.0
t1100,0.2,-0.3425762108624184,0.2,1.8,1.0
t1101,0.2,0.0,0.2,1.8,1.0
t1102,0.2,0.0,0.2,1.8,1.0
t1103,0.2,0.0,0.2,1.8,1.0
t1104,0.2,0.0,0.2,1.8,1.0
t1105,0.2,0.0,0.2,1.8,1.0
t1106,0.2,-1.2637863586164286,0.2,1.8,1.0
t1107,0.2,0.0,0.2,1.8,1.0
t1108,0.2,0.0,0.2,1.8,1.0
t1109,0.2,0.0,0.2,1.8,1.0
t1110,0.2,0.0,0.2,1.8,1.0
t1111,0.2,0.0,0.2,1.8,1.0
t1112,0.2,0.0,0.2,1.8,1.0
t1113,0.2,0.0,0.2,1.8,1.0
t1114,1.73,0.0,0.2,1.8,1.0
t1115,1.8,1.390636471728584,0.2,1.8,1.0
t1116,1.8,0.0,0.2,1.8,1.0
t1117,1.8,0.0,0.2,1.8,1.0
t1118,1.8,0.0,0.2,1.8,1.0
t1119,1.8,0.0,0.2,1.8,1.0
t1120,1.8,0.0,0.2,1.8,1.0
t1121,1.8,0.0,0.2,1.8,1.0
t1122,1.8,0.0,0.2,1.8,1.0
t1123,0.2,-0.03716337117005253,0.2,1.8,1.0
t1124,0.2,0.0,0.2,1.8,1.0
t1125,0.2,0.0,0.2,1.8,1.0
t1126,0.2,0.0,0.2,1.8,1.0
t1127,0.2,0.0,0.2,1.8,1.0
t1128,0.2,0.0,0.2,1.8,1.0
t1129,0.2,0.0,0.2,1.8,1.0
t1130,0.2,0.0,0.2,1.8,1.0
t1131,0.2,0.0,0.2,1.8,1.0
t1132,0.2,-1.24610691077433,0.2,1.8,1.0
t1133,0.2,0.0,0.2,1.8,1.0
t1134,0.2,0.0,0.2,1.8,1.0
t1135,0.2,0.0,0.2,1.8,1.0
t1136,0.2,0.0,0.2,1.8,1.0
t1137,0.2,0.0,0.2,1.8,1.0
t1138,1.73,0.0,0.2,1.8,1.0
t1139,1.8,0.0,0.2,1.8,1.0
t1140,1.8,0.0,0.2,1.8,1.0
t1141,1.8,0.0,0.2,1.8,1.0
t1142,1.8,0.0,0.2,1.8,1.0
t1143,1.8,0.0,0.2,1.8,1.0
t1144,1.8,1.2905735210729716,0.2,1.8,1.0
t1145,1.8,0.0,0.2,1.8,1.0
t1146,1.8,0.0,0.2,1.8,1.0
t1147,0.2,-0.221245378428236,0.2,1.8,1.0
t1148,0.2,0.0,0.2,1.8,1.0
t1149,0.2,0.0,0.2,1.8,1.0
t1150,0.2,0.0,0.2,1.8,1.0
t1151,0.2,0.0,0.2,1.8,1.0
t1152,0.2,0.0,0.2,1.8,1.0
t1153,0.2,0.0,0.2,1.8,1.0
t1154,0.2,0.0,0.2,1.8,1.0
t1155,0.2,0.0,0.2,1.8,1.0
t1156,0.2,-1.1277787717762067,0.2,1.8,1.0
t1157,0.2,0.0,0.2,1.8,1.0
t1158,0.2,0.0,0.2,1.8,1.0
t1159,0.2,0.0,0.2,1.8,1.0
t1160,0.2,0.0,0.2,1.8,1.0
t1161,0.2,0.0,0.2,1.8,1.0
t1162,1.73,0.0,0.2,1.8,1.0
t1163,1.8,0.0,0.2,1.8,1.0
t1164,1.8,0.0,0.2,1.8,1.0
t1165,1.8,0.0,0.2,1.8,1.0
t1166,1.8,1.2702388459676257,0.2,1.8,1.0
t1167,1.8,0.0,0.2,1.8,1.0
t1168,1.8,0.0,0.2,1.8,1.0
t1169,1.8,0.0,0.2,1.8,1.0
t1170,1.8,0.0,0.2,1.8,1.0
